"nameProject","testCase","tloc","tmcCabe","assertionDensity","assertionRoulette","mysteryGuest","eagerTest","sensitiveEquality","resourceOptimism","conditionalTestLogic","fireAndForget","testRunWar","loc","lcom2","lcom5","cbo","wmc","rfc","mpc","halsteadVocabulary","halsteadLength","halsteadVolume","classDataShouldBePrivate","complexClass","functionalDecomposition","godClass","spaghettiCode","isFlaky"
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.setUp",4,2,0,0,0,0,0,0,1,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertTriggerWithJobName",8,2,0,0,0,1,0,0,3,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertDisableWithJobNameAndServerIp",4,2,0,0,0,1,0,0,1,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertDisableWithJobName",7,2,0,0,0,1,0,0,3,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertDisableWithServerIp",9,2,0,0,0,1,0,0,3,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertEnableWithJobNameAndServerIp",4,2,0,0,0,1,0,0,1,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertEnableWithJobName",7,2,0,0,0,1,0,0,3,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertEnableWithServerIp",9,2,0,0,0,1,0,0,3,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertShutdownWithJobNameAndServerIp",6,2,0,0,0,2,0,0,1,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertShutdownWithJobName",7,2,0,0,0,2,0,0,2,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertShutdownWithServerIp",9,2,0,0,0,2,0,0,3,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertRemoveWithJobNameAndServerIp",6,2,0.166666666666667,0,0,1,0,0,1,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertRemoveWithJobName",11,2,0.272727272727273,0,0,1,0,0,3,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.JobOperateAPIImplTest.assertRemoveWithServerIp",8,1,0.25,0,0,1,0,0,0,0,0,141,0,0,6,24,41,33,819,93,623.851819798335,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.ShardingOperateAPIImplTest.setUp",4,2,0,0,0,0,0,0,1,0,0,56,4,0,3,6,9,5,127,45,217.988418890637,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.ShardingOperateAPIImplTest.assertDisableSharding",6,2,0,0,0,1,0,0,1,0,0,56,4,0,3,6,9,5,127,45,217.988418890637,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.lifecycle.internal.operate.ShardingOperateAPIImplTest.assertEnableSharding",6,2,0,0,0,1,0,0,1,0,0,56,4,0,3,6,9,5,127,45,217.988418890637,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.console.util.HomeFolderUtilsTest.assertGetFilePathInHomeFolder",3,1,0.333333333333333,0,2,1,0,0,0,0,0,62,3,1,3,8,9,6,108,43,201.331642766341,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest.setUp",8,2,0,0,0,0,0,0,1,0,0,333,46,8,27,74,133,109,1321,178,1279.13368620497,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest.tearDown",3,1,0,0,0,0,0,0,0,0,0,333,46,8,27,74,133,109,1321,178,1279.13368620497,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest.assertGetFromServer",4,1,0.5,0,0,1,0,0,0,0,0,333,46,8,27,74,133,109,1321,178,1279.13368620497,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest.assertGetChildrenKeys",6,1,0.666666666666667,0,0,1,0,0,0,0,0,333,46,8,27,74,133,109,1321,178,1279.13368620497,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest.assertGetNumChildren",6,1,0.666666666666667,0,0,1,0,0,0,0,0,333,46,8,27,74,133,109,1321,178,1279.13368620497,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest.assertIsExisted",5,1,0.6,0,0,1,0,0,0,0,0,333,46,8,27,74,133,109,1321,178,1279.13368620497,0,0,0,0,0,0
"elastic-job-lite","io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest.assertGetRegistryCenterTime",7,1,0.285714285714286,2,0,1,0,0,0,0,0,333,46,8,27,74,133,109,1321,178,1279.13368620497,0,0,0,0,0,1
"elastic-job-lite","io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest.assertGetWithoutNode",3,1,0.333333333333333,0,0,1,0,0,0,0,0,333,46,8,27,74,133,109,1321,178,1279.13368620497,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessorTest.prepare",7,2,0,0,0,0,0,0,1,0,0,506,136,3,37,27,17,0,559,153,967.90086939273,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessorTest.init",3,2,0,0,0,0,0,0,1,0,0,506,136,3,37,27,17,0,559,153,967.90086939273,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessorTest.destroy",3,1,0,0,0,0,0,0,0,0,0,506,136,3,37,27,17,0,559,153,967.90086939273,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessorTest.test",12,2,0.916666666666667,5,0,0,0,0,0,0,0,506,136,3,37,27,17,0,559,153,967.90086939273,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessorTest.testGetReferenceBeans",14,1,0.5,4,0,1,0,0,0,0,0,506,136,3,37,27,17,0,559,153,967.90086939273,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessorTest.testGetInjectedFieldReferenceBeanMap",13,2,0.538461538461538,1,0,1,0,0,1,0,0,506,136,3,37,27,17,0,559,153,967.90086939273,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessorTest.testGetInjectedMethodReferenceBeanMap",13,2,0.538461538461538,1,0,1,0,0,1,0,0,506,136,3,37,27,17,0,559,153,967.90086939273,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessorTest.testModuleInfo",10,2,0.1,1,0,1,0,0,1,0,0,506,136,3,37,27,17,0,559,153,967.90086939273,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessorTest.applicationConfig",3,2,0,0,0,0,0,0,0,0,0,161,60,1,14,18,12,0,237,89,486.657352561027,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessorTest.dubboConfigBinder",3,2,0,0,0,0,0,0,0,0,0,161,60,1,14,18,12,0,237,89,486.657352561027,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessorTest.test",9,1,0.111111111111111,0,0,0,0,0,0,0,0,161,60,1,14,18,12,0,237,89,486.657352561027,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.AnnotationPropertyValuesAdapterTest.test",69,2,1.17391304347826,21,1,1,0,0,0,0,0,93,39,1,6,10,10,0,150,53,265.563670587102,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.AnnotationPropertyValuesAdapterTest.convert",3,2,0,0,0,0,0,0,0,0,0,93,39,1,6,10,10,0,150,53,265.563670587102,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.AnnotationPropertyValuesAdapterTest.convert",3,2,0,0,0,0,0,0,0,0,0,93,39,1,6,10,10,0,150,53,265.563670587102,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.beans.factory.annotation.ServiceAnnotationBeanPostProcessorTest.test",12,1,1.08333333333333,3,0,0,0,0,0,0,0,503,114,3,43,47,106,86,1615,384,2836.64265049219,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.context.annotation.DubboConfigBindingRegistrarTest.testRegisterBeanDefinitionsForSingle",7,1,0.142857142857143,0,0,0,0,0,0,0,0,196,28,2,26,8,8,0,123,60,288.731061322345,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.context.annotation.DubboConfigBindingRegistrarTest.testRegisterBeanDefinitionsForMultiple",11,1,0.454545454545454,0,0,0,0,0,0,0,0,196,28,2,26,8,8,0,123,60,288.731061322345,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.context.annotation.DubboConfigBindingsRegistrarTest.test",8,1,0.375,1,0,0,0,0,0,0,0,68,1,1,9,2,2,0,62,44,181.593912941984,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.context.annotation.DubboComponentScanRegistrarTest.test",33,1,0.575757575757576,5,0,0,0,0,0,0,0,113,6,4,19,4,4,0,121,58,278.155851644611,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.context.annotation.DubboConfigConfigurationTest.before",5,3,0,0,0,0,0,0,2,0,0,78,0,0,9,0,0,0,46,25,95.7160349122274,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.context.annotation.DubboConfigConfigurationTest.after",3,1,0,0,0,0,0,0,0,0,0,78,0,0,9,0,0,0,46,25,95.7160349122274,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.context.annotation.DubboConfigConfigurationTest.testSingle",13,2,0.692307692307692,1,0,0,0,0,0,0,0,78,0,0,9,0,0,0,46,25,95.7160349122274,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.context.annotation.DubboConfigConfigurationTest.testMultiple",10,1,0.5,0,0,0,0,0,0,0,0,78,0,0,9,0,0,0,46,25,95.7160349122274,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testProviderXml",13,1,0.384615384615385,4,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testMultiProtocol",10,1,0.2,3,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testDefaultProtocol",6,1,0,0,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testCustomParameter",10,1,0.3,2,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testDelayFixedTime",5,1,0,1,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testTimeoutConfig",6,1,0,0,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testMonitor",5,1,0,1,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testMultiMonitor",4,1,0,0,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testMultiProviderConfig",4,1,0,0,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testModuleInfo",6,1,0,0,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testNotificationWithWrongBean",4,2,0,0,0,0,0,0,2,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.spring.schema.DubboNamespaceHandlerTest.testProperty",7,1,0,0,0,0,0,0,0,0,0,57,0,1,11,1,1,0,28,22,73.3084992238545,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.serialization.SerializationTest.setUp",5,3,0,0,0,0,0,0,1,0,0,43,6,4,4,8,4,0,67,30,126.140778581729,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.serialization.SerializationTest.testContentType",3,1,0,0,0,0,0,0,0,0,0,43,6,4,4,8,4,0,67,30,126.140778581729,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.serialization.SerializationTest.testContentTypeId",3,1,0,1,0,0,0,0,0,0,0,43,6,4,4,8,4,0,67,30,126.140778581729,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.serialization.SerializationTest.testObjectOutput",4,2,0,1,0,2,0,0,0,0,0,43,6,4,4,8,4,0,67,30,126.140778581729,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.serialization.SerializationTest.testObjectInput",4,2,0,1,0,2,0,0,0,0,0,43,6,4,4,8,4,0,67,30,126.140778581729,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.serialization.SerializationTest.testWriteUTF",9,2,0.222222222222222,0,0,0,0,0,0,0,0,43,6,4,4,8,4,0,67,30,126.140778581729,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.serialization.SerializationTest.flushToInput",5,2,0,0,0,0,0,0,0,0,0,43,6,4,4,8,4,0,67,30,126.140778581729,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testName",8,2,0.125,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testStat",5,2,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testRetry",5,2,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testReliable",5,2,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testExecutes",5,2,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testDeprecated",5,2,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testArguments",7,2,0.142857142857143,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testSticky",5,2,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testOnreturn",11,3,0.181818181818182,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testOnreturnMethod",11,3,0.181818181818182,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testOnthrow",11,2,0.181818181818182,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testOnthrowMethod",11,2,0.181818181818182,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testOninvoke",11,2,0.181818181818182,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testOninvokeMethod",11,2,0.181818181818182,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.MethodConfigTest.testReturn",5,2,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testName1",5,2,0,0,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testName2",9,2,0.222222222222222,0,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testVersion",9,2,0.111111111111111,0,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testOwner",5,2,0,0,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testOrganization",5,2,0,0,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testRegistry",6,2,0,1,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testRegistries",7,2,0.142857142857143,2,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testMonitor",7,2,0.142857142857143,0,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ModuleConfigTest.testDefault",5,2,0,1,0,0,0,0,0,0,0,30,1,2,0,2,2,0,26,17,55.3876411463652,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ConsumerConfigTest.testTimeout",12,2,0.0833333333333333,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ConsumerConfigTest.testDefault",5,2,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ConsumerConfigTest.testClient",5,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ArgumentConfigTest.testIndex",5,2,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ArgumentConfigTest.testType",5,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ArgumentConfigTest.testCallback",5,2,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ArgumentConfigTest.testArguments",10,2,0.1,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testProtocol",5,2,0,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testAddress",8,2,0.125,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testUsername",5,2,0,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testPassword",5,2,0,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testWait",6,2,0.166666666666667,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testCheck",5,2,0,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testFile",5,2,0,0,3,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testTransporter",5,2,0,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testClient",5,2,0,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testTimeout",5,2,0,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testSession",5,2,0,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testDynamic",5,2,0,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testRegister",5,2,0,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testSubscribe",5,2,0,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testCluster",5,2,0,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testGroup",5,2,0,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testVersion",5,2,0,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testParameters",8,2,0.125,0,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.RegistryConfigTest.testDefault",5,2,0,1,0,0,0,0,0,0,0,34,3,3,0,3,3,0,37,19,68.6074403402403,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ProviderConfigTest.testProtocol",5,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ProviderConfigTest.testDefault",8,2,0.125,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ProviderConfigTest.testHost",8,2,0.125,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ProviderConfigTest.testPort",8,2,0.125,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ProviderConfigTest.testPath",9,2,0.222222222222222,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ProviderConfigTest.testContextPath",8,2,0.125,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ProviderConfigTest.testThreads",5,2,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
"incubator-dubbo","org.apache.dubbo.config.ProviderConfigTest.testIothreads",5,2,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,12,30.7793922895384,0,0,0,0,0,0
